Inference for Stan model: anon_model_44e3c749f7a7110bcaebb3c656940e7c.
4 chains, each with iter=50000; warmup=25000; thin=1; 
post-warmup draws per chain=25000, total post-warmup draws=100000.

              mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
eps_std[29] -0.075   0.589  0.857 -1.323 -0.897 -0.145  0.957  1.044    2.0  4.968
eps_std[30] -0.267   0.484  0.711 -1.356 -0.824 -0.591  0.431  0.863    2.0  5.663
eps_std[31]  0.728   0.265   0.53  -0.21  0.086  0.931  1.048  1.521    4.0  2.568
eps_std[32] -0.268   0.559  0.838 -1.768 -1.017 -0.319  0.282  1.333    2.0  4.407
eps_std[33] -1.942   1.283  2.197 -6.562 -4.236 -0.787 -0.157  0.216    3.0  3.227
eps_std[34]  1.701   0.261  1.026  0.141  1.401  1.439  1.658   5.27   16.0  1.441
eps_std[35]  1.208   0.203  0.685 -0.507  0.579  1.407  1.632  2.327   11.0  1.281
eps_std[36]  0.361   0.346   0.58 -0.358 -0.065  0.228  0.561  1.746    3.0  4.347
eps_std[37] -0.026     0.2  0.336 -0.623 -0.252   0.08  0.157  0.481    3.0  2.331
eps_std[38] -0.478   0.311  0.568 -1.547 -1.115 -0.439  0.072    0.2    3.0  2.426
eps_std[39] -0.415   0.379  0.621 -1.499 -1.086 -0.384  0.112  0.852    3.0   2.41
eps_std[40]  0.204   0.618   0.95  -0.98 -0.281  -0.19  1.163  1.957    2.0  2.738
eps_std[41] -0.758   0.578  0.937 -2.376 -1.469 -0.943 -0.007  0.964    3.0  4.052
eps_std[42] -0.331   0.368  0.585 -1.242 -0.932 -0.276  0.068  0.896    3.0  3.507
eps_std[43]  -0.32   0.315  0.526 -1.395 -0.707 -0.342  0.128  0.236    3.0  2.138
eps_std[44]   0.44   0.622  0.948 -1.656 -0.438  0.845   1.29   1.45    2.0  3.132
eps_std[45]  0.394   0.551  1.079  -1.67 -0.348  0.586  1.424  1.872    4.0  3.508
eps_std[46]  0.385   0.786  1.238  -1.36 -0.788 -0.166    1.6  2.815    2.0  3.923
eps_std[47]  0.325   0.575   0.85  -0.88 -0.176 -0.079  1.222  1.783    2.0  5.411
eps_std[48]  0.034   0.784  1.177 -1.321 -1.103 -0.351  1.655  1.924    2.0  3.337
eps_std[49]  0.145   0.782  1.164 -1.162 -0.729  -0.39  1.566  2.045    2.0   4.18
eps_std[50] -0.033   0.781  1.124 -1.404 -1.081 -0.263  1.204  1.885    2.0  7.309
eps_std[51]  0.317   0.621  0.982 -0.917 -0.554  0.063  1.465  2.044    3.0  3.785
eps_std[52]  0.287   0.757  1.131 -0.918 -0.753  -0.01   1.81  2.236    2.0  3.805
eps_std[53]  0.261   0.348  0.517 -0.612 -0.249  0.397  0.748  0.932    2.0  4.851
eps_sig      0.154   0.098  0.2048.86e-49.51e-4  0.002  0.398  0.536    4.0  3.926
epsA         0.061   0.019  0.036  0.006  0.023  0.077  0.087  0.099    4.0  1.637
epsB         0.086   0.025  0.042   0.01  0.059  0.083  0.104  0.171    3.0  2.801
al_std[1]    0.128    0.75  1.329 -3.793 -0.161  0.061  1.321  1.734    3.0  2.407
al_std[2]    1.244   0.903  1.436  -1.22  0.025  1.531  2.033  4.037    3.0  2.564
al_std[3]    0.173   0.204  0.366 -0.415 -0.186  0.279  0.364  0.923    3.0  1.764
al_std[4]   -0.171   0.454   0.82 -1.679 -0.957  0.141  0.283  1.234    3.0  2.132
al_std[5]    0.383   0.696  1.066 -1.131 -0.222 -0.174  1.633  2.616    2.0  3.042
al_std[6]    0.739   0.876  1.281 -1.312 -0.473  0.653  1.727  2.612    2.0  4.631
al_std[7]   -0.109    0.64   0.95 -1.996 -0.799   0.01  0.834  0.938    2.0  6.037
al_std[8]   -0.177   0.421  0.653  -0.84 -0.582  -0.53 -0.026  1.292    2.0  2.872
al_std[9]    0.572   0.591   1.13 -0.919  -0.65  0.476  1.216  3.403    4.0  1.813
al_std[10]   0.508   0.257  0.492 -0.401   0.11  0.629  0.909  1.364    4.0  1.809
al_std[11]  -0.076   0.361  0.636 -0.842 -0.497 -0.303   0.13  1.533    3.0  2.285
al_std[12]   0.069   0.203  0.715 -1.835 -0.025  0.118  0.392  1.212   12.0  1.786
al_std[13]     0.3   0.096  0.404  -0.69  0.126  0.371  0.469  1.069   18.0  1.198
al_std[14]   0.335   0.158   0.63 -1.079  0.086  0.368  0.483  1.727   16.0  1.439
al_std[15]   0.343    0.37  0.623 -0.447 -0.128 -0.009   0.89  1.639    3.0  2.099
al_std[16]   0.296   0.431   0.73  -1.23 -0.355  0.466  0.914  1.543    3.0  3.593
al_std[17]  -0.328   0.574  0.929 -1.439 -1.323 -0.407  0.163  1.558    3.0  3.575
al_std[18]  -0.617   0.339  0.665 -1.957 -0.994  -0.55 -0.126  0.508    4.0  1.674
al_std[19]   0.072   0.414  0.681 -0.762  -0.41 -0.146  0.452  1.655    3.0  2.606
al_std[20]  -0.283   0.468  0.983 -2.045 -0.877 -0.675  0.879  1.698    4.0  1.797
al_std[21]   0.499   0.461  1.049 -2.447  0.489  0.747  1.009  1.912    5.0  3.283
al_std[22]  -0.062   1.087  1.611 -2.774 -1.624  0.905  1.422   1.65    2.0  5.848
al_std[23]  -0.146   0.657  1.053 -1.732 -1.209  0.069  0.635  1.525    3.0  3.866
al_std[24]  -0.145   0.233  0.451 -0.849  -0.62  0.035  0.165  0.578    4.0  2.393
al_std[25]  -0.715   0.253  0.601 -2.077 -1.013 -0.502 -0.375  0.305    6.0  1.468
al_std[26]  -0.512   0.458  0.842  -1.84 -1.134 -0.459  0.044  1.297    3.0  2.431
al_std[27]    0.78   0.345  1.016 -1.711  0.325  0.744  1.584  2.662    9.0  1.921
al_std[28]    0.18   0.382  0.647 -0.897 -0.296  0.194  0.815  1.082    3.0  2.606
al_std[29]  -0.536   0.266  0.501 -1.518 -0.784 -0.511 -0.406  0.836    4.0  2.191
al_std[30]   0.157    0.41   0.71 -0.706 -0.496  -0.04  1.075  1.207    3.0  2.468
al_std[31]   0.531    0.21  0.596  -0.87  0.217  0.587  1.069  1.372    8.0  1.402
al_std[32]   0.379   0.532   1.04 -2.401  0.325  0.629  0.844  1.857    4.0  1.815
al_std[33]   7.632   4.162  6.056 -1.028  1.024  4.766 13.007 15.849    2.0  5.266
al_std[34]   1.438   0.829  1.251 -0.831  0.376  1.881  2.184  3.377    2.0   3.87
al_std[35]   0.585   0.374  0.628 -0.754  0.125  0.951  1.063  1.376    3.0  1.993
al_std[36]  -0.699     0.3  0.814 -2.678 -1.109 -0.615 -0.197  1.198    7.0   2.09
al_std[37]  -0.072    0.46  0.759 -1.168 -0.651 -0.442  0.663   1.31    3.0  3.138
al_std[38]  -1.049   0.116  0.436 -2.029 -1.235 -0.937 -0.708  -0.43   14.0  1.269
al_std[39]   0.483   0.458  0.901 -0.891 -0.395  0.758  0.979  2.273    4.0  2.481
al_std[40]   0.048   0.436  0.673 -0.921 -0.641   0.01  0.431  1.544    2.0  3.086
al_std[41]   0.046   0.458  0.797  -1.19 -0.785  0.176  0.709  1.614    3.0  2.402
al_std[42]   0.135   0.397  0.682 -1.507 -0.168  0.273  0.486   1.24    3.0  2.541
al_std[43]   0.376   0.411  0.674 -0.353 -0.034 -0.015  0.851  1.919    3.0  2.257
al_std[44]    0.43   0.439  0.728 -0.481  0.006  0.114  0.793  2.101    3.0  2.197
al_std[45]   0.398    0.25  0.707 -1.654  0.158  0.455  0.571  1.971    8.0  1.507
al_std[46]  -0.211   0.351   0.55 -1.055 -0.783  0.086  0.275  0.448    2.0  2.749
al_std[47]  -0.047   0.277  0.531 -0.711 -0.437 -0.291  0.291  1.274    4.0   1.67
al_std[48]   0.433    0.45  0.797 -1.019 -0.251  0.706  1.135  1.551    3.0  2.177
al_std[49]   0.665   0.584  1.007 -2.002  0.368   1.08  1.165  2.062    3.0  2.343
al_std[50]  -0.641   0.824  1.289 -2.685 -2.008 -0.848  0.449  1.726    2.0  3.056
al_std[51]  -0.165   0.179  0.642 -1.313 -0.625 -0.216  0.269   1.28   13.0  1.335
al_std[52]   1.006   0.315  0.545  0.332  0.544   0.78  1.406  2.296    3.0  2.046
al_std[53]   0.134   0.485  0.742 -0.651 -0.329 -0.278  0.644  1.761    2.0  3.725
al_sig       0.005   0.002  0.0031.16e-5  0.002  0.007  0.009   0.01    2.0  4.085
alA          0.034   0.004  0.013  0.025  0.027  0.028  0.031  0.069    9.0  1.911
alB           0.35   0.078  0.183  0.146  0.239   0.27  0.379  0.756    6.0  2.301
A_std[1]    -0.804   0.543  0.855 -2.405 -1.405 -0.766 -0.286  0.624    2.0  2.696
A_std[2]    -0.812   0.299  0.754 -1.799 -1.329 -0.925 -0.566  1.119    6.0  1.809
A_std[3]     -0.04   0.508  0.777 -0.943  -0.87 -0.242  0.859  1.151    2.0  3.248
A_std[4]    -0.116    0.95  1.432 -2.296 -0.956 -0.303  1.444  1.827    2.0  5.759
A_std[5]     0.045   0.435  1.078 -2.158 -0.734  0.341  1.017  1.546    6.0  2.879
A_std[6]    -0.512   0.611  1.018 -2.591 -1.005 -0.744  0.335  1.188    3.0  2.357
A_std[7]      0.74   0.535    0.9 -1.169  0.263  0.596  1.816  1.942    3.0  2.143
A_std[8]     0.215    0.51  1.031 -0.859 -0.642 -0.105  0.901  2.878    4.0  2.921
A_std[9]     0.744    0.41  1.135 -0.939  0.027  0.293   1.67  3.727    8.0  1.858
A_std[10]    0.515    0.86  1.337 -1.211 -1.069  0.285  1.743  2.491    2.0  2.913
A_std[11]    0.141   0.289  0.582 -1.051 -0.238  0.181  0.748   0.86    4.0  2.586
A_std[12]   -0.682   0.781   1.13 -2.001  -1.79  -0.81 -0.046  1.492    2.0  7.894
A_std[13]   -0.348   0.531  0.835 -1.927 -1.094  0.097  0.313  0.724    2.0  2.633
A_std[14]    0.709   0.708  1.024 -0.477  0.002  0.479  1.362   2.84    2.0  5.909
A_std[15]   -0.411   0.613  1.037 -1.919 -1.787 -0.367  0.453   1.22    3.0  2.837
A_std[16]   -0.179   0.375  0.714 -1.074 -0.895 -0.223  0.175  1.671    4.0  2.399
A_std[17]    1.413   0.293  0.856 -0.413  0.847  1.383  1.773  3.233    9.0  1.924
A_std[18]    -0.11   0.427  0.736 -1.525 -0.459 -0.005  0.155  1.599    3.0  2.171
A_std[19]    0.968   0.904  1.403 -1.733 -0.198  1.141  2.262  2.647    2.0  3.531
A_std[20]    0.047   0.694  0.997 -1.261 -0.727 -0.105  0.973  1.768    2.0  6.914
A_std[21]   -0.229   0.442  1.056 -3.448  -1.08  -0.14  0.636  1.237    6.0  1.463
A_std[22]   -0.113   1.087  1.576 -2.119 -1.514 -0.245  1.383  2.268    2.0  5.088
A_std[23]    0.369   0.821  1.222 -1.318 -1.113  0.317   1.72  1.922    2.0  3.854
A_std[24]   -0.198   0.391  0.759 -1.264 -0.883 -0.182  0.185  1.714    4.0  1.753
A_std[25]   -0.086   0.545  0.881 -1.417 -0.864 -0.433   0.62   1.81    3.0  2.529
A_std[26]    0.805   0.782  1.212 -0.957 -0.392  0.859  2.099  2.556    2.0  2.831
A_std[27]    0.566   0.798  1.208 -1.403 -0.639  0.541  1.975  2.277    2.0  3.438
A_std[28]    0.054   0.573  0.875 -1.288 -0.682 -0.248  1.237   1.36    2.0  3.031
A_std[29]    0.035   0.899  1.386 -1.508 -1.287 -0.299  1.399  2.394    2.0  3.106
A_std[30]    0.132   0.939  1.402  -2.07 -1.032  0.017  1.745  2.057    2.0  4.702
A_std[31]    0.341   0.538  0.851 -1.246 -0.585   0.47  1.213  1.296    3.0  2.805
A_std[32]   -1.451   0.552  0.917  -3.63 -1.744 -0.948 -0.862 -0.637    3.0  2.452
A_std[33]    1.556   1.566  2.337 -1.183  0.412  0.491  1.698  6.182    2.0   4.23
A_std[34]    0.267    0.74  1.072 -0.818 -0.735   0.11  0.602  2.452    2.0   4.88
A_std[35]    -0.15     0.6   1.01 -1.987 -0.882 -0.462  1.016  1.603    3.0  2.044
A_std[36]   -0.643   0.587  0.955 -1.997 -1.778  -0.39 -0.231  1.269    3.0  2.195
A_std[37]    0.224    0.36  0.583 -0.916 -0.121  0.037  1.007  1.264    3.0  2.633
A_std[38]    0.183   0.262  0.836 -1.023 -0.346  0.061  0.826  2.374   10.0  1.257
A_std[39]   -0.392   0.515  0.987 -2.624 -0.964 -0.416  0.599  1.229    4.0  1.854
A_std[40]    0.622   0.756  1.181 -1.185 -0.816  1.286  1.729  1.895    2.0  2.573
A_std[41]   -0.388   0.413  0.657 -1.519 -0.724 -0.563  0.308   0.68    3.0  2.632
A_std[42]    0.053   0.547  0.823 -0.784 -0.508   -0.3   0.38  1.945    2.0  4.359
A_std[43]    0.547   1.106  1.592 -1.332 -1.109  0.859  1.781  3.134    2.0  7.897
A_std[44]     0.72   0.702  1.175 -1.246 -0.408   0.75  1.552  2.832    3.0  2.475
A_std[45]   -0.066   0.522  0.814 -1.342 -0.604 -0.232  0.502  1.613    2.0  3.061
A_std[46]   -0.065   0.265  0.632  -1.45 -0.419  0.013   0.32  1.066    6.0   1.94
A_std[47]   -0.216   0.181  0.598 -1.363 -0.621 -0.246 -0.065  1.129   11.0  1.772
A_std[48]   -0.228   0.513  0.823 -1.329 -1.055 -0.245  0.442  1.199    3.0  3.549
A_std[49]    0.385   0.375  0.713 -1.014  0.016  0.139  1.025  1.643    4.0  2.203
A_std[50]   -0.917   0.945  1.499  -4.07 -1.683 -1.238  0.364  1.491    3.0  2.711
A_std[51]     0.23   0.697  1.059 -1.314 -0.871  0.611  0.978  2.217    2.0  3.963
A_std[52]   -0.251   0.408  1.012 -1.637 -0.867 -0.664  0.407  2.113    6.0  2.292
A_std[53]   -0.122   0.184  0.532 -1.185 -0.433  -0.16  0.244  0.887    8.0  2.085
A_sig        0.007   0.007  0.026 9.4e-5 0.0001 2.2e-4  0.074   14.0  1.308
AA           0.216   0.048  0.147  0.094  0.123  0.163  0.193  0.571    9.0  2.408
AB           0.862   0.051  0.187  0.442  0.768  0.831  0.963  1.351   13.0  1.349
epsilon[1]   0.379   0.156  0.351 -0.097  0.154  0.168  0.828  0.957    5.0  2.782
epsilon[2]   0.412   0.166  0.327  0.156   0.16  0.171  0.852  0.925    4.0  2.826
epsilon[3]   0.176   0.008  0.027  0.139  0.156  0.167  0.185  0.251   11.0  1.319
epsilon[4]   0.176   0.016  0.053  0.004   0.18  0.188  0.195  0.261   11.0  1.754
epsilon[5]   0.144   0.008  0.034  0.063  0.132  0.149  0.156  0.222   17.0  1.208
epsilon[6]   0.457   0.213  0.363  0.142  0.154  0.164  0.906  0.968    3.0  2.611
epsilon[7]   0.134   0.019  0.045  0.024  0.115  0.153  0.165   0.18    6.0  1.772
epsilon[8]   0.171   0.015  0.028  0.111  0.147  0.184  0.191  0.205    4.0  1.628
epsilon[9]   0.248   0.041  0.079  0.118  0.216  0.237  0.245  0.465    4.0  1.738
epsilon[10]  0.215   0.037  0.076  -0.01  0.218  0.238  0.262  0.295    4.0  1.884
epsilon[11]  0.181   0.019  0.037  0.089  0.154  0.197  0.212  0.219    4.0  1.563
epsilon[12]  0.105    0.03   0.08 -0.059  0.039  0.139  0.157  0.194    7.0  2.372
epsilon[13]  0.308   0.092  0.207  0.152  0.157  0.168  0.533  0.771    5.0  3.196
epsilon[14]  0.061   0.055  0.106 -0.231  0.012  0.122  0.143  0.159    4.0  2.322
epsilon[15]  0.207   0.015   0.04  0.104   0.19  0.219  0.233   0.27    7.0  1.658
epsilon[16]  0.133   0.018  0.042  0.039  0.099  0.151  0.163   0.18    6.0  1.754
epsilon[17]  0.286   0.093  0.274 -0.075  0.153  0.167  0.305  0.922    9.0   2.12
epsilon[18]  0.099   0.026  0.054 -0.022  0.051  0.122  0.147   0.16    4.0  1.639
epsilon[19]   0.15   0.017  0.039  0.075   0.11  0.171  0.176    0.2    5.0  2.196
epsilon[20]  0.175   0.017  0.043  0.052  0.159  0.192  0.201  0.217    7.0    2.2
epsilon[21]  0.261   0.022   0.07    0.2  0.218  0.229  0.294  0.475   10.0  1.482
epsilon[22]  0.463   0.208   0.36  0.154  0.164  0.173  0.909  0.957    3.0  2.442
epsilon[23]  0.302   0.032  0.085  0.229   0.25  0.274  0.315  0.539    7.0  2.102
epsilon[24]  0.133    0.03  0.052  0.034   0.08  0.171  0.175  0.187    3.0   1.89
epsilon[25]  0.073   0.033  0.074 -0.126  0.051  0.097  0.127  0.144    5.0  2.859
epsilon[26]  0.168   0.019  0.033  0.105  0.137  0.188  0.196  0.206    3.0  1.866
epsilon[27]  0.378   0.193  0.358  0.114  0.122  0.143  0.772   1.01    3.0   2.56
epsilon[28]   0.38    0.14  0.291  0.156  0.162  0.173  0.684  0.895    4.0  3.401
epsilon[29]  0.162   0.015  0.036  0.071  0.157  0.167  0.176   0.24    5.0  1.613
epsilon[30]  0.161   0.034   0.06  0.031  0.118  0.196   0.21  0.217    3.0  2.033
epsilon[31]  0.335   0.112  0.241  0.152   0.16  0.171  0.621  0.786    5.0  3.258
epsilon[32]  0.121   0.077  0.126  -0.14  0.033  0.204  0.221  0.226    3.0  2.756
epsilon[33] -0.513   0.424  0.879 -1.965 -1.636  0.102  0.133  0.152    4.0   3.98
epsilon[34]  0.449   0.198  0.348  0.155  0.162  0.172  0.884  0.939    3.0  2.395
epsilon[35]  0.389    0.18   0.34  0.105  0.127  0.141  0.832  0.916    4.0  3.089
epsilon[36]  0.287   0.043  0.087  0.211  0.232  0.241  0.325  0.521    4.0  1.697
epsilon[37]  0.208   0.011  0.027  0.136  0.198  0.213   0.23  0.238    6.0  1.434
epsilon[38]  0.199   0.012  0.023  0.147   0.18  0.204   0.22  0.226    4.0  1.765
epsilon[39]  0.203    0.01  0.029  0.134  0.189  0.209  0.224  0.237    9.0  1.331
epsilon[40]  0.155   0.025  0.062  0.002  0.118  0.193  0.195  0.206    6.0  2.924
epsilon[41]   0.05   0.071  0.119 -0.115 -0.086  0.138  0.158  0.169    3.0  2.311
epsilon[42]   0.18   0.018  0.055   0.02  0.167  0.203  0.206  0.248   10.0  1.836
epsilon[43]  0.184   0.005  0.019  0.132  0.178  0.191  0.195  0.208   13.0  1.259
epsilon[44]  0.126   0.018  0.043  0.018  0.094  0.142   0.16  0.173    6.0  2.084
epsilon[45]  0.213   0.066  0.184 -0.041  0.152  0.166  0.177  0.737    8.0  2.549
epsilon[46]  0.405   0.187   0.36   0.12  0.135  0.147  0.865  0.998    4.0    3.3
epsilon[47]  0.195   0.036   0.06   0.06  0.186  0.188    0.2  0.318    3.0  2.169
epsilon[48]  0.202   0.007  0.027  0.121  0.196  0.201   0.21  0.258   15.0  1.449
epsilon[49]  0.164   0.031  0.052  0.079  0.108  0.197  0.212  0.218    3.0  2.168
epsilon[50]  0.138   0.014  0.033  0.053  0.132  0.144  0.161  0.178    6.0  1.525
epsilon[51]  0.227   0.008  0.032  0.163  0.211  0.229   0.24  0.309   18.0  1.405
epsilon[52]  0.193   0.045  0.087  0.009  0.189  0.201  0.207  0.371    4.0  2.806
epsilon[53]   0.16   0.011  0.034  0.071  0.142  0.173  0.178  0.204    9.0  1.756
alpha[1]     0.022   0.006   0.01 -0.003  0.018  0.019  0.025  0.037    3.0  2.657
alpha[2]     0.031   0.008  0.013  0.016   0.02  0.031  0.036  0.055    2.0   3.23
alpha[3]      0.02 9.11e-4  0.002  0.017  0.018   0.02  0.022  0.024    6.0  1.898
alpha[4]     0.016   0.003  0.004  0.007  0.014  0.017   0.02  0.021    2.0  5.107
alpha[5]     0.021   0.001  0.003  0.018  0.019   0.02  0.022  0.028    6.0  1.667
alpha[6]     0.029   0.006  0.009  0.016   0.02  0.027  0.039  0.041    2.0  4.597
alpha[7]     0.022   0.003  0.005  0.013  0.016  0.024  0.027   0.03    3.0  3.408
alpha[8]     0.015 9.59e-4  0.002  0.013  0.014  0.015  0.016  0.019    3.0  2.041
alpha[9]     0.016   0.004  0.006   0.01  0.011  0.015  0.021  0.034    3.0   2.14
alpha[10]    0.017   0.003  0.004   0.01  0.013  0.016   0.02  0.023    2.0   3.07
alpha[11]    0.014 3.75e-4  0.001  0.012  0.014  0.014  0.015  0.017   14.0  1.409
alpha[12]    0.022 7.87e-4  0.003  0.018   0.02  0.021  0.023  0.028   11.0  1.505
alpha[13]    0.022 8.36e-4  0.002  0.018   0.02  0.022  0.024  0.024    6.0  2.243
alpha[14]    0.024  7.9e-4  0.003  0.019  0.022  0.024  0.025   0.03   12.0  1.535
alpha[15]    0.015 7.52e-4  0.002  0.012  0.014  0.016  0.016  0.019    5.0  1.515
alpha[16]    0.022   0.003  0.005  0.016  0.017  0.021  0.027  0.031    3.0   3.09
alpha[17]    0.019   0.005  0.008  0.007  0.015  0.018  0.024  0.033    2.0  3.768
alpha[18]     0.02   0.002  0.005  0.015  0.016  0.018  0.024   0.03    6.0  2.248
alpha[19]    0.018 6.09e-4  0.002  0.015  0.017  0.017  0.018  0.022    7.0  1.363
alpha[20]    0.016   0.004  0.006  0.009  0.012  0.014  0.024  0.026    2.0  2.677
alpha[21]     0.02   0.003  0.005  0.011  0.015  0.022  0.024  0.027    3.0  3.074
alpha[22]    0.025   0.005  0.008  0.013  0.016  0.029  0.032  0.034    2.0  4.142
alpha[23]     0.01   0.004  0.006  0.000  0.009  0.011  0.015  0.019    2.0  4.059
alpha[24]    0.019   0.002  0.003  0.014  0.016  0.019  0.021  0.025    3.0  2.552
alpha[25]    0.021   0.002  0.005  0.017  0.018   0.02  0.022  0.036    9.0  1.922
alpha[26]    0.014   0.003  0.005  0.005  0.011  0.014  0.018  0.022    2.0  3.119
alpha[27]    0.028   0.003  0.005  0.017  0.025  0.028  0.032  0.035    4.0  2.734
alpha[28]    0.023   0.003  0.004  0.016  0.018  0.023  0.026  0.029    3.0   2.74
alpha[29]    0.015   0.001  0.003  0.012  0.014  0.015  0.016  0.022    4.0  1.955
alpha[30]    0.018   0.003  0.005  0.013  0.014  0.016   0.02  0.027    2.0  5.044
alpha[31]    0.024   0.002  0.004  0.017   0.02  0.024  0.029  0.029    3.0  2.674
alpha[32]     0.02   0.003  0.005   0.01  0.016  0.022  0.024  0.027    2.0  3.161
alpha[33]    0.083   0.037  0.053  0.019  0.031  0.056  0.137   0.14    2.0   7.64
alpha[34]    0.032   0.007  0.012  0.016  0.021  0.034  0.038  0.054    3.0  3.987
alpha[35]    0.028   0.003  0.005   0.02  0.022  0.031  0.033  0.034    4.0  3.071
alpha[36]     0.01   0.001  0.003  0.006  0.009   0.01  0.012  0.017    6.0   1.72
alpha[37]    0.013   0.001  0.003  0.009   0.01  0.013  0.015  0.019    4.0  2.379
alpha[38]    0.011 7.21e-4  0.001  0.009   0.01   0.01  0.012  0.015    4.0  1.687
alpha[39]    0.017   0.002  0.004  0.013  0.014  0.016  0.023  0.023    3.0  2.673
alpha[40]    0.016   0.002  0.003  0.011  0.015  0.017  0.018  0.019    2.0  3.709
alpha[41]    0.021   0.003  0.005  0.011  0.017  0.021  0.026  0.029    2.0  3.399
alpha[42]    0.017   0.002  0.004  0.009  0.015  0.017  0.021  0.022    3.0  3.274
alpha[43]    0.018 5.53e-4  0.001  0.015  0.017  0.017  0.019  0.021    7.0  1.309
alpha[44]    0.021 7.36e-4  0.002  0.018   0.02  0.021  0.023  0.027   11.0  1.509
alpha[45]    0.022 8.43e-4  0.002  0.018  0.021  0.023  0.023  0.027    8.0  2.095
alpha[46]    0.023   0.001  0.004  0.017  0.019  0.024  0.024   0.03    8.0  1.908
alpha[47]    0.016 6.77e-4  0.002  0.014  0.015  0.016  0.017  0.019    5.0  1.472
alpha[48]    0.021   0.005  0.007  0.011  0.015  0.018  0.024  0.032    2.0  6.085
alpha[49]    0.022   0.003  0.005  0.012  0.017  0.023  0.026  0.029    3.0  3.272
alpha[50]    0.015   0.006  0.009  0.002  0.004  0.016  0.022  0.034    3.0  2.893
alpha[51]    0.014   0.001  0.003  0.009  0.012  0.013  0.014   0.02    8.0  2.117
alpha[52]    0.021   0.002  0.003  0.015  0.018  0.022  0.024  0.026    3.0  2.934
alpha[53]    0.017 5.97e-4  0.002  0.015  0.016  0.017  0.018  0.022    8.0  1.508
A[1]         0.056    0.01   0.03  0.025  0.037  0.049  0.051  0.154   10.0  1.954
A[2]         0.056    0.01  0.032  0.028  0.036  0.049   0.05  0.164   10.0  2.016
A[3]         0.057    0.01  0.032  0.031  0.035  0.049  0.051  0.159   12.0  1.783
A[4]         0.042   0.007  0.022  0.024   0.03  0.036  0.038   0.12   11.0  1.849
A[5]         0.068   0.012  0.038  0.037  0.042  0.059  0.061   0.19   10.0  2.211
A[6]         0.062   0.012  0.037  0.026   0.04  0.054  0.055  0.185   10.0  2.038
A[7]         0.069   0.015  0.068  0.033  0.047   0.05  0.054  0.196   20.0  1.268
A[8]         0.043   0.007  0.026  0.024  0.027  0.036  0.038  0.122   15.0  1.427
A[9]         0.029   0.004  0.014  0.017  0.022  0.024  0.029  0.076   13.0  1.537
A[10]        0.028   0.007  0.032  0.015  0.018  0.019  0.023  0.092   25.0  1.174
A[11]        0.034   0.005  0.017  0.021  0.024  0.029  0.032  0.098   11.0  1.715
A[12]        0.077   0.016  0.063  0.037  0.054  0.056  0.069  0.198   15.0  1.421
A[13]        0.055    0.01  0.033   0.02  0.036   0.05  0.051  0.163   10.0  2.022
A[14]        0.077   0.013  0.044  0.041  0.049  0.065  0.068  0.204   11.0  1.905
A[15]        0.028   0.004  0.015  0.017  0.021  0.024  0.027  0.083   12.0  1.626
A[16]        0.064   0.011  0.043  0.033  0.043  0.051  0.055  0.168   14.0  1.513
A[17]        0.064    0.01  0.032  0.036  0.049   0.05  0.072  0.157   10.0  2.272
A[18]        0.073   0.014  0.044  0.023  0.044  0.064  0.067  0.205   10.0  2.167
A[19]         0.05   0.008  0.026   0.03  0.038  0.043  0.045  0.139   11.0  1.958
A[20]        0.044   0.009  0.037  0.023  0.032  0.033  0.039  0.118   18.0  1.308
A[21]         0.03   0.004  0.015  0.019  0.024  0.026  0.028  0.087   12.0  1.617
A[22]        0.071   0.016  0.062  0.035  0.048  0.049  0.069   0.19   15.0  1.401
A[23]        0.021   0.003  0.011  0.013  0.016  0.017   0.02   0.06   14.0  1.423
A[24]        0.052   0.008  0.032  0.028  0.035  0.043  0.045  0.142   15.0  1.461
A[25]        0.106   0.021  0.083  0.049  0.063   0.08  0.089  0.265   15.0  1.446
A[26]         0.04   0.006  0.028  0.021  0.026  0.034  0.036  0.114   20.0  1.265
A[27]         0.08   0.015  0.046  0.037   0.05  0.067  0.071  0.221   10.0  2.197
A[28]        0.058    0.01  0.032  0.033  0.039  0.049  0.051   0.16   11.0  1.904
A[29]        0.054   0.008  0.027  0.031  0.044  0.045  0.049  0.145   11.0  2.068
A[30]        0.041   0.008  0.037  0.021  0.025  0.031  0.033  0.123   20.0  1.239
A[31]         0.07   0.015  0.062  0.036  0.048   0.05  0.058  0.208   16.0  1.356
A[32]         0.03   0.005  0.017  0.012   0.02  0.027   0.03  0.091   11.0  1.685
A[33]        0.122   0.038  0.144   0.04  0.072   0.08  0.116  0.518   14.0  1.406
A[34]         0.06    0.01  0.036  0.034  0.039  0.049  0.051  0.173   12.0  1.672
A[35]        0.094   0.017  0.068  0.049  0.057  0.073  0.078  0.253   16.0  1.412
A[36]        0.026   0.004  0.015  0.014  0.019  0.022  0.025  0.081   12.0    1.6
A[37]        0.029   0.004  0.015  0.019  0.022  0.025  0.028  0.085   12.0  1.635
A[38]        0.036   0.006  0.037  0.017  0.025  0.027   0.03  0.095   33.0  1.134
A[39]         0.03   0.005  0.016  0.017  0.021  0.026  0.028  0.088   11.0  1.673
A[40]        0.054   0.016  0.068  0.025  0.034  0.035  0.045  0.208   18.0  1.269
